text,polarite
"Totalement désuet. Trop mielleux, trop bon enfant, ca dégouline de bons sentiments, de tendresse. Ca en devient étouffant. Ce film plaira aux tout tout petits ou aux nostalgiques. Tous les autres passeront leur chemin.",négatif
"Pas grand chose de vraiment interressant à voir dans ce film voulant se la jouer ""renouveau du sénario de la SF"" et qui nous sort une vieille série Z.",négatif
"A l'exception de la scène d'ouverture (l'explosion du barrage) où Rob Lowe joue les hèros pour sauver une gamine au Cumberland River dans le Tennessee, ""Under Pressure"" est l'exemple-type du film aussi inutile que dispensable, avec des personnages qui ne valent pas un pet de lapin! A peine avons-nous le temps de pressentir l'èmergence d'une histoire efficace que ce film d'action du genre ne fait que recycler les films Z qui l'ont prècèdè! Entre une statuette qui appartient au peuple grec et des terroristes qui veulent se l'approprier, en passant par ses petits problèmes de couple, Rob Lowe n'a pas une seconde à lui! Même quand il prend un taxi! Qu'il est vraiment triste de voir un acteur de la trempe de Craig Wasson (""Georgia"", ""Body Double"") dans un film Z que l'on nous sert par millier en direct-to-dvd! Avec une blague potache de Harry Van Gorkum (qui la même tronche que Tom Selleck) pour faire digèrer le tout : « Vous savez comment on repère un avion portugais ? Au poil sous les aisselles...» Sur ce...",négatif
"Un film que j'adore ! Une vraie bonne comédie française, assez délurée, qui va permettre à deux familles de deux mondes radicalement opposés, de se voir confrontée à travers une sordide histoire d'échange de bébés. Les personnages sont tous savoureux, certes caricaturaux mais tellement drôles dans leurs rôles respectifs. La fable sociale apporte une certaine bonne humeur, et nous rappelle (parfois grossièrement, parfois de façon très humaine) que l'argent ne fait pas tout. Les différentes rencontres donnent lieu à de drôles de scènes et surtout à des répliques tranchantes et savoureuses. La scène avec le petit Toc-Toc, sa maman, et la speakrine à la TV est juste géniale. 1h30 de barre de rire pour un film indémodable qui respire la vie.",positif
"J'ai beaucoup aimé aller voir ce film, un très beau film, très poétique et extrêmement sensible, nous le recommandons",positif
"Et voici le fameux ""La Totale"" de Claude Zidi qui inspirera James Cameron plus tard pour son ""Trues Lies"". Tout d'abord ce qui fait la force du film sont les seconds rôles. Michel Boujenah y est encore plus drôle que d'habitude dans son rôle de petit escroc mais ma plus grande surprise vient d'Eddy Mitchell. Je faisais une fixation sur lui mais je dois dire qu'il s'en sort plus que bien en agent pervers. Ces deux là volent la vedette à Thierry Lhermitte qui n'est pas franchement emballant, se contentant d'une composition assez classique. L'idée était vraiment originale et intéressante et tourner cela sous forme d'une comédie était encore mieux. Quel dommage alors que le scénario n'aille pas plus loin ; il se concentre seulement sur les acteurs et n'ajoute aucun grain de folie au sujet qui en aurait largement merité. De plus il bacle malheureusement sa fin. Mais Zidi a bien réussi son pari dans l'ensemble...",négatif
"Film sympa avec beaucoup d'originalité et d'idées, film d'épouvante qui sort de l'ordinaire, agréable à regarder !",positif
"Une comédie romantique sans réel intérêt comparable à beaucoup d'autres.. ; des dialogues au raz des paquerettes et des situations absurdes composent cette pâle bluette américaine. Pas grand chose de bon retenir, certaines scènes tournent même au cauchemar. Le style de film qu'on peut rien suivre en faisant autre chose de plus intéressant...",négatif
"Béla Tarr est un génie et ""Les harmonies Werckmeister"" représente sûrement le plus grand film de ce début de 21ème siècle. Point. C'est du jamais vu. Ce film est certes très exigeant pour le spectateur lambda en cela qu'il demande de voir du cinéma comme on en a jamais regardé, de regarder le cinéma comme on scrute la vie (les impatients abandonneront vite). ""Les harmonies Werckmeister"" se construit comme une succession de plans séquences tous plus remarquables les uns que les autres. Les mouvements de caméra, fonctionnant comme un regard d'accompagnement, sont absolument sublimes d'évidence nous offrant une chorégraphie de la mise en scène extraordinaire. Impossible de raconter objectivement l'histoire (ou alors en détaillant plan par plan ce qui se passe à l'écran) tant le film est construit sur l'ouverture, interagissant en permanence avec le spectateur en attisant sa curiosité et en développant son imaginaire. C'est un cinéma de la contemplation, de la rêverie, de l'abstraction, débouchant sur une foultitude d'interrogations, de réflexions, de sensations, variables selon la sensibilité du spectateur. Celui-ci se retrouve comme hypnotisé devant tant de beauté, oubliant par la même qu'il regarde un film. Du grand art. Si vous n'avez pas encore eu l'occasion d'admirer les oeuvres de Tarr, réparez vite cette lacune. Je crois qu'il est impossible de parler du cinéma d'art d'aujourd'hui si on n'a pas vu ""Les harmonies Werckmeister"".",positif
"Après avoir vu ,adoré & fantasmé sur Tabou comme beaucoup de cinéphiles, j'attendais le nouveau film de MG avec impatience...La déception est à la hauteur de l'attente ! Ce film est un bric à brac maraboutdeficelle movie consternant & d'un ennui effroyable. Le réalisateur déclarant dès le début du film une certaine impuissance (qui servira par la suite à un conte consternant sur les dirigeants de la bce...) face caméra : le spectateur est prévenu ! Tout y passe : le docu façon envoyé spécial , les témoignages de chômeurs (ça vous intéresse?pas moi !) l'amourette adolescente navrante & bourrée de tics à la mode(sms sur l'image) & histoire de coq parlant que l'on pourra un jour peut être sauver.Le gros morceau pénible étant donc le récit des dirigeants de la bce & l'analogie graveleuse , inefficace & paresseuse du taux d'intérêt/érection avec intervention d'un savant fou (noir haha c'est drôle non?ben non) & français (lagarde la bce vous suivez?) bref un naufrage attendons le vol 2 peut être....",négatif
"Une daube sans nom. Quel est l'intérêt de montrer le sexe d'un homme entrain de pisser ? Pour monter l'émotion intime, naturelle ? Laissez moi rire... Outre les scènes inutiles où l'on voit les parties intimes des acteurs, je n'ai pas très bien saisie quel était le but du film. Aucun fil directeur, cette chose n'est ni plus ni moins qu'un amas de scènes à caractère pornographique d'une profonde inutilité. La seule scène encore agréable étant celle avec la mère de famille blonde, puisqu'elle est belle et agréable à regarder, au moins.",négatif
Quelques idées originales dans ce téléfilm aux effets spéciaux désastreux. Il passe tout seul lors d'un long après-midi pluvieux et seul...,négatif
"Une dèception! Pourtant sur le papier, il y avait de quoi passer un excellent moment de dètente: A la mise en scène le prodige James Wong, cinèaste du cultissime ""Destination finale"", deux Jet Li pour le prix d'un, la superbe Carla Guigino (elle y joue le personnage de T.K qui se prononce ""Tiki""), et surtout des images de synthèses à la Matrix! Au final, pas grand chose! Des effets spèciaux virtuoses mais trop invraisemblables pour être vrais, une interprètation fade de Jet Li et une histoire qui se perd dans une accumulation de clichès! Que de regrets donc pour un budget de 54 000 000 de dollars où même Jason Statham est mauvais! Pour fans de Jet Li uniquement...",négatif
Claqué cinématographique. Le film de l’année. Le documentaire le plus bouleversant qu’il m’a été donné de voir.,positif
"Bravo ! Un scénario impec, une mise en image impressionniste, des voix parfaites, une poésie accessible à tous, une séquence introductive trés rythmée, et, au final, des très belles émotions.",positif
"La grille perdue dans le brouillard s'ouvre et une voiture s'avance le long d'une colonne d'hommes armés. C'est Staline lui-même qui vient reprendre des forces dans cette demeure magnifique, perdue au milieu d'un bois épais, où les renards crient la nuit comme des femmes apeurées, et les arbres recèlent de terribles secrets. Cet homme terrifiant rejoint sa femme qui s'est entiché d'un jeune peintre, choisi par le Camarade lui-même pour le représenter en statue de bronze à Moscou. Si le propos est tout à fait intéressant, hélas, n'est pas cinéaste qui le veut. Fanny Ardant a conçu un film, dont on ne peut pas contester que le sujet est passionnant, mais qui se perd dans une somme de poncifs esthétiques et hors propos. Depardieu habite avec gravité ce Staline, et c'est l'une des indéniables réussites du film, la réalisatrice parvient en effet à mettre en scène l'austérité et l'épouvante glaciale qui se dégage du dictateur communiste. Il est presque indécent d'ailleurs pour Depardieu d'aller jouer le rôle d'un célèbre despote russe, quand on sait ses indécences fiscales dont il s'est protégé au sein de l'empire de Poutine. A cela s'ajoute l'étrange idée que ce film n'ait pas été tourné en langue russe. Le film perd de sa vraisemblance historique et s'égare dans une sorte de drame amoureux et poétique, que la réalisatrice elle-même commente parfois de sa voix belle et langoureuse. ""Le divan de Staline"" restera pour quelques années sur l'étagère des films oubliés.",négatif
"Un vague souvenir de ce film,vu ado,qui m'avait bien plus....Revu des années apres,et au final,plutot deçu.",négatif
"Excellent. Étant une grande fan du manga, je n'ai pas été déçue du tout. Ce dernier film clôture à la perfection une trilogie digne du manga.",positif
"Gentil ,dommage que se soit trop poncifs and co ,DURIS ,pas terrible en ANGLAIS !!!!!",négatif
Ce n'est pas parce que c'est Audiard qu'il faut crier au chef d'oeuvre. Décevant et vite ennuyeux. Scénario simpliste malgré un bon casting et 2-3 moments drôles.,négatif
"un film dans la veine de Dirty Dancing qui aurait largement mérité le même succès tellement les musiques deviennent de gros classiques en les écoutant, de très grands moments de danse, et puis quel dommage qu'on a jamais eu droit de le voir à la télé ainsi qu'une bonne sortie dvd, ce film mérite un tel succès...un énorme gachis de fait avec lui !",positif
Je ne comprend pas comment peut on attribuer la moyenne à ce film ? Scénario 0 les 2 étoiles sont attribuées aux scènes de combat rien à dire dessus mais tout le reste à la poubelle. Des tirs à bout portant ça ne touche pas la personne. Depuis quand des mercenaires tueurs à gage discutent ou négocient avant de tuer. franchement ce film est classé minimum série B. regardez la bande annonce et arretez vous la dessus.,négatif
"Le générique de départ annonce la couleur, cette comédie est adaptée d'une pièce de théâtre et malheureusement, cela se ressent dès la scène d'intro : l'action est affreusement figée et les scènes sont souvent poussives et s'éternisent inutilement dans un verbiage caractéristique. Le rythme est de plus très lent, les situations et répliques sont pour la plupart gênantes de médiocrité et on ne sourit quasiment pas devant les trop rares gags, forcés qui plus est. Le duo Lemmon-Matthau, qui augure généralement de bonnes choses, ne semble ici pas du tout convaincu, il n'y a pas d'alchimie entre les deux, et Lemmon parait tellement apathique dans son jeu qu'il en deviendrait presque mauvais. Difficile de trouver un motif de satisfaction à cette comédie pénible, incompréhensiblement dans les bons papiers des critiques et autres classements.",négatif
"On sourit parfois, l'histoire est sympa mais y a beaucoup trop de flottement dans ce film où on s'ennui!!",négatif
"Ce film est d'un ennui mortel; tout est répétitif : le décor, la musique, les personnages, les attitudes, les paysages extérieurs; bien difficile de se croire en Inde quand on voit l'architecture de la maison et les arbres; C'est par des artifices que Marguerite Duras essaye de créer l'atmosphère : le titre India Song, un domestique habillé couleur locale, des noms de ville et d'endroit cité par les voix off; on n'y croit pas un seul instant. C'est un film artificiel, sophistiqué à outrance, sans émotion.",négatif
"Rythme décousu, mise en scène médiocre, acteurs mal castés et mal dirigés, dialogues creux, humour insipide, montage bâclé, et musique inappropriée font des Kidnappeurs ce qu'il est, un navet.",négatif
le début me plaisait bien l'histoire étais sympas. Mais plus on avançais dans le film est plus je trouvais ça ennuyant car on tournais en rond dans l'histoire,négatif
"Il faut aimer le genre de l'opérette. Ce n'est définitivement pas mon cas. Surtout que les parties musicales sont..., comment dire ça poliment ?, ""mignonnes"". L'humour n'est lui non plus pas d'un grand niveau. Certains quiproquos sont sympathiques, mais on est loin de se tordre de rire par terre. Les dialogues ? Basiques. L'histoire est assez soporifique. Bref, à part pour voir la gueule du jeune Jean Gabin, le film ne vaut pas le détour.",négatif
"attachez vos ceintures ! le commandant Dickinson et son équipage nous emmènent faire un petit tour du monde à bord de"" l'Ed force one "" vol 666 embarquement immédiat ! de l'Inde au Canada en passant par le Chili et la Colombie ,la ferveur est partout la même pour ce groupe désormais légendaire . up the irons !",positif
"D' excellents acteurs pour un film très médiocre signé José Giovanni. Ce dernier n'a jamais été un très grand réalisateur et il le prouve une fois de plus. Il dépeint un être froid et sanguinaire "" Le Gitan"" et tombe dans la complaisance mièvre et puérile en tentant vainement de le rendre attachant. Un être qui se fiche de l'autre puisqu'il les abat sans sourcilier mais ce n'est pas de sa faute, cela vient des autres si il est devenu ainsi. Alors le tueur froid communique avec de jeunes enfants: histoire de le rendre attachant. C'est vraiment dommage de gâcher une si belle distribution (Alain Delon, Paul Meurisse, Annie Girardot, Maurice Biraud, Bernard Giraudeau) pour avoir un film si fade et moralisateur ! Si on devient voyou ou assassin, c'est forcément la faute des autres !",négatif
"Probablement l'un des meilleurs films vu depuis des années. La projection à différents amis confirment cet avis : Tout le monde sort impressionné par la qualité générale d'another earth. Tant par le scénario, qui ne joue astucieusement pas là où on l'attend (la SF), le jeu admirable des deux acteurs, ou encore par l'efficacité de la prise d'image et du montage, tout concourt à en faire un vrai chef d'oeuvre. Simple et direct, sans aucun artifice mais redoutablement efficace, il touche au plus profond de chacun de nous. La fin, très subtile et ""ouverte"", en forme d'énigme, qu'il faut prendre le temps d'analyser, si possible avec ses proches, participe grandement à cette impression d'avoir vu un objet rare. Il faudra suivre les deux co-scénaristes (la demoiselle est de la partie) dans leurs oeuvres futures !",positif
"Difficile de ne pas être enthousiasmé par ce film qui est vraiment réussi et plaisant. Une comédie alerte et très juste, j'ai beaucoup apprécié.",positif
"« Mr Turner » au cinéma s’impose bien vite comme une évidence. Filmé par Dick Pope, la vie de Turner s’avère une formidable occasion pour animer les tableaux du maître, renouer avec cette lumière extraordinaire, très chaude, décrite par le peintre comme le fondement du monde : si cette lumière de Pope est émouvante, c’est aussi parce que le film, en tant que projection, est effectivement un monde animé par la lumière. Joué par Timothy Spall, la vie de Turner s’avère une formidable occasion pour l’acteur de livrer une composition incroyable de borborygmes, raclements de gorge, éructations et gestes bourrus bourrés de tics. Raconté par Mike Leigh, la vie de Turner s’avère constituer une œuvre très significative sur les vicissitudes de la vie d’un artiste : trop excentrique pour ses pairs, le génie de Turner n’était pas reconnu et il était vu et considéré comme un grossier personnage à moitié fou. La mise en scène est admirable car elle ne force rien, elle fait adhérer le spectateur par lui-même au regard que le cinéaste portait sur les situations qu’il lui montre. L’on devine présent le regard du cinéaste qu’a posteriori – puisqu’on pense d’abord que c’est le nôtre. Cette mise en scène repose sur l’intelligence du spectateur, et un principe fondamental : l’empathie pour les personnages. Tout est magnifique dans le film, la photographie, l’interprétation, les décors, les costumes, les cadrages, mais c’est ça qui fait de « Mr. Turner » un chef-d’œuvre.",positif
"Quel passionnant documentaire ! William Karel relate l'histoire de la CIA et des choses peu glorieuses qu'elle a faite tout au long de son existence, le tout basé sur une série d'interviews avec les anciens directeurs de la CIA, mais aussi d'autres personnages ayant d'étroits liens avec la CIA. C'est un documentaire simple et facile à comprendre, explicite, et assez pratique pour comprendre ""un peu mieux"" la géopolitique actuelle. Je ne serais d'ailleurs pas étonné si l'on me disait que c'est à partir de ce documentaire que l'on a pu connaître la position un peu douteuse de la CIA par rapport aux attentats du 11 septembre 2001, notamment ses liens entre elle et Oussama Ben Laden. Quoiqu'il en soit, c'est un documentaire à regarder, ne serait-ce que pour clarifier certaines choses qui peuvent sembler ""floues"" au sujet de la CIA.",positif
"Une excellente surprise ! Je m’attendais à une comédie un peu facile et en fait c’est un film certes drôle mais aussi intelligent et fin, percutant dans son regard sur notre société. Ça fait plaisir et ça fait du bien. On rit beaucoup, parfois franchement, parfois jaune, et souvent de nous-mêmes... Bref, ça interpelle, c’est vif, drôle, malin, original... et parfaitement porté par une superbe bande d’actrices et d’acteurs. Que demander de plus? A aller voir sans hésiter !",positif
"Contrairement à une grande majorité des autres films d'épouvante, celui-ci ne se contente pas de s'arrêter à l'affaire Enfield et au spirituel puisque l'aspect familial, les relations entre les frères et sœurs et l'inquiétude de la maman sont des caractéristiques non négligées qui entourent l'intrigue centrale. La véritable horreur de l'histoire est que c'est un fait réel. Oui, cette pensée ne nous quitte jamais l'esprit créant en chaque spectateur une peur profonde face à chacune des situations se disant qu'elles ont bien été vécues. Ces angoisses tiennent du fait que personne ne peut maîtriser ces phénomènes paranormaux... Malgré la complexité de l'affaire, voilà ENFIN une oeuvre horrifique qui mérite de se voir au cinéma ! Bien construit, fracassant, angoissant, ce deuxième ""Conjuring"" arrive tel un nouveau ""L'Exorciste"" s'imposant comme étant un des meilleurs films d'horreur de cette décennie. Pas moins bien ni même mieux que le premier numéro, le contexte et l'histoire sont ressentis de manière différentes. L'excellence est toujours là et l'efficacité s'accentue. Certaines scènes sont magistrales notamment celle de la rencontre entre les Warren et Bill Wilckins. Le film frôle le chef d'oeuvre cinématographique avec des rebondissements continuels et des plans séquences minutieux mais sans ne rien vous dévoiler, le final est un peu trop harmonisée à l'américaine. Bilan : C'est avec ce genre de pépites expérimentales que le cinéma prend tout son sens... Effroyablement excellent.",positif
"Voilà un petit film modeste, sorti de nulle part et qui pourtant réchauffe le coeur. Il conte une histoire d'amitié originale entre une jeune chinoise immigrée et un vieux pêcheur italien, dont les cultures cohabitent sans réellement se connaître. Et puis, plus le film avance, plus les deux solitudes se rapprochent, se comprennent. D'emblée, on est séduit par le regard du metteur en scène Andrea Segre sur ses personnages, sans jamais tombé dans des shémas vulgairement didactique, au contraire. Le coeur du film renferme une sorte de dialogue bienveillant qui bouleverse, par sa finesse et sa profondeur. Et puis le lieu de l'action même, (la ville portuaire de Chiogga à côté de Venise), invite à une forme d'abandon mélancolique, rythmé par les allers et venus des bateaux, les micro inondations et les scènes dans le bar... Cela ajoute au sentiment de décalage et de déracinement ressenti par le personnage de Shun Li dont le film épouse le point de vue. Ici, tout est juste et délicat et les acteurs bien dirigés. Alors, même si ce n'est pas du grand cinéma, il y a, dans ""La petite Venise"" une petite musique qui vous emporte et qui ne vous quitte pas, pleine de sensibilité.",positif
"Un film juste, sans pathos, touchant et marrant à la fois. Bravo et merci à toute l’équipe. Dur de se dire que tout ça est vrai et que aucune solution ne se profile pour y remédier.",positif
"D'abord, il faut que l'on se le dise : la vérité historique de ce film est inexistante. Buffalo Bill est presque montré comme un héros, alors que c'était un personnage assez nuisible. Néanmoins, si l'on prend cela en considération, il faut tout de même reconnaitre que c'est un excellent film, grace à la mise en scène de William Wellman, excellente, et aux quelques scènes d'action particulièrement réussies. De plus, il y a quelques beaux moments d'émotion. Bonne interprétation. C'est tout de même un vrai plaisir à voir.",positif
"Une incroyable histoire vraie, touchante et finissant en apothéose. James Corden est Paul Potts plutôt qu'il ne le joue tant il lui ressemble, rendant l'épopée de cet homme manquant de chance mais pas de talent encore plus réaliste. Le seul petit bémol, subjectif : les chants que l'on entend sont des enregistrements et non les vrais chants de James Corden. Sans demander un cador de la chanson, il aurait été agréable de l'entendre personnellement de temps en temps. Mais le film est vraiment filmé avec beaucoup de finesse, de grâce, et le silence s'impose de lui-même lors des auditions de Paul, on aurait presque envie de fermer les yeux pour mieux l'apprécier, mais il ne faut pas car le film recèle de beauté visuelle. La société londonienne est décrite dans ce qu'elle a de plus vrai et typique, prise en étau entre industrie et rêve d'enfant. Même ceux qui n'aiment pas les films musicaux ou le chant lyrique y trouveront largement leur compte. Un feel-good movie qui fait du bien.",positif
"Pas d'étoile, et pourtant, j'ai tenu jusqu'au bout... On a l'impression de revoir Vic dans le jeu de Sophie Marceau. Elle joue le rôle d'une capricieuse, qui du jour au lendemain décide de partir aux USA, mais qui réalise que tout seul, on s'ennuie... Et c'est notre cas aussi devant ce film. On éspère que quelque chose arrive, mais rien ne se passe. Les autres acteurs ne rattrapent rien et le scénario achève d'enfoncer tout ça. Bref, à éviter si vous voulez passer un bon moment.",négatif
"Bon film, bons acteurs. Un film qui ne va pas manquer pas de vous surprendre… Par le titre, incompréhensible de prime abord, puis par les deux parties… Voir le film s’apparente un peu à un jeu de piste. Pas besoin de 3D pour être bousculé et embarqué. La première partie laisse place à un suspense haletant… et la seconde, dont le rapport avec la première n’est pas forcément celle à laquelle on s’attend… désoriente et interroge. On bascule dans le destin d’un peintre qui solde les comptes de la barbarie dans son non oeuvre de peintre. Une première partie qui prend ses racines dans l’histoire de l’Allemagne nazie et la seconde, dans la partition de l’Allemagne entre Est et Ouest avec en filigrane. le destin des hauts cadres, médecins nazis réchappés de la justice auquel le réalisateur trouve une sanction, là encore étonnante, même si elle laisse planer quelques doutes sur la véracité... On découvre Dresde, l’Allemagne à la fois si proche et si lointaine… Gérard Richter… Les deux films laissent une empreinte sur le spectateur qui n’est pas prête de s’effacer. Un conseil : allez-y… Cela redonne le goût du cinéma...",positif
"Pourtant palme d'or à Cannes en 1952, la qualité de ""Deux sous d'espoir"" nous semble aujourd'hui inaccessible. Se refusant à toute portée critique, le film aurait fait transition entre le néoréalisme et la comédie à l'Italienne, sans pourtant démontrer les atouts ni d'un genre ni de l'autre... A noter, la scène de feu d'artifice ""plagiée"" 10 ans plus tard par Henri Verneuil dans ""Un Singe en Hiver"".",négatif
"Dans ce film ce que j'ai bien aimé, c'est l'amiance, le suspence et le jeu d'acteurs. C'est un excellent film à voir et à revoir sans hésitation.",positif
"On regrettra jamais le politiquement incorrect car quelque soit la facon de se montrer nous nous interrogeront toujours. J'ai du mal à voir le rapport entre la scène du rêve racontée chez le psy avec son désordre moral, en a t il si marre qu'il a envie de tuer tout le monde ? Il a peut être essayer de créer la nuance à l'aide de décalage de certains plans , mais par la grandiloquence du tout on en arrive à vomir l'image. Un film ketchup, américain ? Voir les films d'Araki qui ont en concordance les meme sujets, le même sentiment anarchique, entre une claque sur les fesses et un grand coup de fouet il pointe savamment du doigt l'endroit qui sera aphrodisiaquement bon.",négatif
"Quand perversité rime avec Honoré cela donne cette chose immorale, vulgaire et dérangeante. Les qualificatifs négatifs sont à la noce car en plus d'être perturbant MA MERE n'est autre que le produit dit d'adaptation d'un livre aussi subversif qu'inadaptable. L'univers du bouquin se doit sûrement d‘être découvert mais celui du film est en tout cas grossièrement provocateur et inlassablement érotique. On en vient même à de « l’érotico-poétique » aussi agaçant que prétentieux et quand la religion sert à intensifier la provocation on frise le grand n'importe quoi. Les fesses de Louis Garrel ou l’obscénité d’Isabelle Huppert paraissent être les atouts de ce film mais on n’est pas dupe face à la fausseté du jeu et de la médiocrité du scénario aussi prétentieux que vide dans lequel c’est perdu un cinéaste malgré tout talentueux. L’excès de scènes malsaines aura eu raison de la psychologie de ces personnages aussi dépravés que perturbés et superficiels. Un essai décevant et soporifique.",négatif
"Il fallait sans doute être une femme pour aller aussi loin dans l'exploration de ce fantasme érotique féminin extrêmement complexe. C'est cru et sans détours, et à contre-courant du politiquement correct en matière de ""féminisme"", un fantasme n'ayant nul besoin de gants pour s'exprimer. C'est intelligent, bien interprété et bien fait. Le paradoxe étant que ce film dont le sujet (l'un des sujets) est le mensonge est aussi un film sur le respect. Un petit bijou d'élégance ponctué par l'excellente musique de Philipe Sarde. Quant à Emmanuelle Béart, elle est sublime !",positif
"Un mauvais téléfilm . intrigue peu crédible, malgré le sujet de la folie (inspiré de l'affaire Dupont de Ligonnès) qui aurait pu être passionnant . Acteurs mal dirigés, mauvais comme des cochons, ridicules malgré eux. Seule Anne-Lise Heimburger qui joue l'épouse en larmes en quête de son mari disparu est formidable. Aucune idée de mise en scène à part une musique du grand John Cale (ex Velvet Underground) qui se veut iconoclaste (qui se prend pour Mychael Nyman) mais qui est tout du long tonitruante et insupportable. À se demander s'il n'a pas composé sans voir les images du film. Pas d'amour pour les personnages. On somnole la première partie. On se réveille au milieu quand nous assistons à un pseudo polar western. Bref, un navet. Aucun intérêt. A fuir",négatif
"FIlm animé sympa pour adulte. Beaucoup de références aux films ou séries actuelles sont insérées dans ce film, ce qui fait souvent sourire ou rire. J'ai passé un bon moment en tous cas",positif
"C'est toujours bien d'avoir l'occasion de voir des films venant d'autres pays en l’occurrence l'Afrique du Sud, mais ça l'est beaucoup moins quand le film en question n'est qu'un copié-collé de pas mal de DTV que les Américains aiment tant. Dans ce film, il est question de gangsters, de flics corrompus, d'un braquage rien de bien original et malheureusement, le scénario va dans ce sens puisqu'il n'a rien d'innovant. L'histoire est prévisible de bout en bout, il n'y a aucun rebondissement, c'est assez poussif sans rythme et ennuyeux, il y a peu d'action, les personnages sont caricaturaux, en gros, ce film n'est pas vraiment une réussite. Le pire, c'est que s'il y avait Nicolas Cage dans exactement le même film, il se serait fait descendre, mais comme ça vient d'ailleurs, les gens sont plus généreux.",négatif
"Woody Allen réaborde sa passion pour la magie et pour l'illusion en général, se laisse aller à une certaine nostalgie en nous plongeant, comme pour ""Minuit à Paris"", dans les Années folles, nous ressort sa playlist de classiques du jazz ainsi que quelques morceaux de musique classique, teinte l'ensemble d'amertume et de désabusement ; bref on est bien chez Woody Allen mais on est bien aussi chez un Woody Allen qui a perdu depuis pas mal de temps sa singularité. Malgré un ou deux rebondissements bien agencés, on ne peut pas dire que le scénario stupéfie par son originalité. On sait très bien ce qu'il va se passer à l'avance, on n'est jamais véritablement surpris. A cela, on peut une réalisation pauvre. La photographie suréclairée est franchement laide, pas soignée du tout comme le prouvent par exemple les désastreux reflets de lumière qui sentent bon le bâclage lors de la scène où le personnage principal arrive chez sa tante. De plus, chose impardonnable pour le réalisateur, les dialogues s'avèrent fades, aucune punchline à l'horizon pour arracher un sourire, rien... Heureusement que le réalisateur peut s'appuyer sur son casting pour sauver les meubles. Emma Stone et son joli minois n'ont pas grand-chose à faire pour me conquérir. Eileen Atkins est amusante en vieille tante bienveillante. Mais c'est surtout l'excellent Colin Firth qui est admirable de subtilité en personnage très allenien de cynique cartésien ou qui se veut cartésien qui ne veut plus croire en l'amour mais qui ne peut pas s'empêcher de le faire qui tire son épingle du jeu. Si ce film est à voir, c'est surtout pour Colin Firth. Lui ne déçoit pas.",négatif
Impossible de ne pas aimer ce petit bijou de la tendresse et de la bon humeur. C'est rare les applaudissements à la fin d'un film et celui là les mérites entièrement. Extraordinaire. À recommander vivement !,positif
"Un film a voir pour sa simplicité a évoquer les sujets sensibles...et Piper Perabo est parfaite dans ce role!!une très bonne actrice! bon au niveau du fond pour le film, c'est un peu rapide mais on y passe de très bons moments!!",positif
"les 2h50 de projection m'ont un peu fait peur, mais finalement, je ne les ai pas du tout senties. je suis entré sans peine dans cette histoire finalement assez banale d'un homme qui dois se battre pour garder l'enfant de son conjoint décédé. une situation que vivent de nombreuses familles, homosexuelles ou hétérosexuelles, là n'est pas du tout le propos du film. ici, il s'agit tout simplement de ce que vivent les gens à la suite d'un décès, le deuil, de désarroi, et parfois, malheureusement, les conflits avec la famille du défunt(e). l'interprétation est de haut vol, et le traitement assez austère (il n'y a pratiquement que des plans fixes), mais finalement adapté, fait de ce drame un film classique et accessible à tous. du beau boulot!",positif
"George A.Romero a inventé le film de zombies,et même s'il a essayé de se diversifier,il est toujours revenu à ses premières amours.Au passage,il a toujours glissé des messages subliminaux sur la société de son époque.Avec ""Diary of the dead"",5ème volet de ses zombie-movie,il met le doigt sur la toute puissance des médias.Multiplicité des supports qui fragmente l'information,et la déforme d'autant.L'idée de tourner en caméra DV et à la vue subjective lui apparaît donc d'autant plus naturelle.Il s'avère cependant assez vite que Romero est en pilotage automatique.Des étudiants de Pittsburgh se font décimer les uns après les autres par des morts-vivants,lors d'une nuit où tout va changer.Nous ne sommes jamais surpris et agaçés par le support qu'il dénonce.C'est très lourdement asséné,et il faut trop de bonne volonté pour se laisser convaincre.Surtout après ""REC"" ou ""28 semaines plus tard"",les scènes gore manquent cruellement d'urgence et d'efficacité.Les zombies,ici sont bien limités et ne donnent pas trop de fil à retordre.Si l'on ne sursaute pas,où est l'intérêt?",négatif
"J'ai tenu 52 minutes (sur les 83 qui composent le dit film) Ayant été influencé par la seule critique figurant sur le site, à savoir 5 étoiles - monument de l'humour - inspiré de Chaplin, etc... Je ne peux qu' à mon tour poster la mienne pour rétablir la balance, et de ce fait épargner les éventuels aficionados de l'humour à la bonne franquette (dont je fais partie) d'une quelconque indigestion. Désolé, mais c'est NUL;",négatif
Excellent policier à tout point de vue; mais on peut cependant regretter que la fin soit un peu bâclée.,positif
"Le film n'a rien de transcendant ni d'incontournable, mais la belle Charlize Theron rayonne de bout en bout dans son rôle. Pour ma part, le destin des personnages ne m'a pas émue car il manque peut-être une certaine profondeur, une psychologie entre les personnages, pour qu'ils soient touchants. Stuart Townsend est fade, pas du tout charismatique, loin d'être à la hauteur des deux personnages féminins. L'ambiance années 30-40 est plaisante cependant.",négatif
